type,id,in_reply_to_status_id,text,favorite_count,retweet_count,label_a,label_b
reply,768860148727222272,768859780240773121,$MENTION$ that car looks like it's $NUMBER$inches off the ground. WOW!!!,1,2,0,0
reply,769186628959109120,768859780240773121,$MENTION$ $MENTION$ Parkinson's!,2,2,0,0
reply,768913799550304256,768860032536420352,$MENTION$ $MENTION$ $MENTION$ Those Escalades are notorious low riders,0,1,0,0
reply,768863602065416192,768859780240773121,"$MENTION$ Old, feeble, evil and short circuiting, the liberals choice for president. Need $MENTION$ $HASHTAG$ $HASHTAG$",6,5,0,0
reply,768898914510475264,768859780240773121,$MENTION$ She moves slower than my $NUMBER$ yr old mom did. Something is wrong for sure.,1,2,0,0
reply,769189658370637824,769188567180533760,"$MENTION$ $MENTION$ $MENTION$ HILLARY's NOT ABOVE illness or disease it's human! But if disease makes her unfit $NUMBER$ duty, just way it is",1,0,0,0
reply,769994196283424768,768859780240773121,$MENTION$ $MENTION$ Crack kills.,0,0,0,0
reply,768860032536420352,768859780240773121,"$MENTION$ Look how low the car is! Seriously,its almost level with street. $HASHTAG$",1,3,0,0
reply,769516922765312000,768859780240773121,$MENTION$ Try this Hilary my grandma loves it. $URL$,0,0,0,0
reply,768861612945977344,768859780240773121,$MENTION$ $URL$d0,6,5,0,0
reply,768865287256940544,768859780240773121,"$MENTION$ Unfit for the office, both physically and morally. $MENTION$ $HASHTAG$",6,5,0,0
reply,769012041722003456,768859780240773121,.$MENTION$ That's s specially made car with a step down for her. She is in very poor health and the media is covering it up.,2,2,0,0
reply,769053842977718272,768859780240773121,$MENTION$ $URL$,0,1,0,0
reply,769537888321171457,768859780240773121,"$MENTION$ $MENTION$ amazing the agent didn't just have $HASHTAG$ climb on his back like a fat, sick chimpanzee then set her down gently.",1,0,0,0
reply,771738468850372608,768859780240773121,$MENTION$ $URL$,0,0,0,0
reply,771137662304522240,768859780240773121,$MENTION$ $MENTION$ $MENTION$ $HASHTAG$ $HASHTAG$ $URL$,0,2,0,0
reply,769190358194483200,769190192334987264,$MENTION$ $MENTION$ $MENTION$ not right !,1,0,0,0
reply,771202332776247298,771187671251034112,$MENTION$ $MENTION$ $MENTION$ You guys are pretty juvenile just like Trump the $NUMBER$ yo man child$EMOJI$ Sad!,0,0,0,0
reply,770068431618056193,768859780240773121,$MENTION$ that grip is awful tight.,1,0,0,0
reply,769190192334987264,769189658370637824,$MENTION$ $MENTION$ $MENTION$ Age &amp; illness are inevitable. But hiding significant medical condition of a presidential candidate-,2,2,0,0
source,764927075522260992,0,Secret Service tells Infowars: Hillary seriously ill; needs special accommodations Tune in $NUMBER$pm-6pm CST $URL$ $HASHTAG$ $HASHTAG$,462,480,0,0
reply,764960105301413890,764927075522260992,$MENTION$ $MENTION$ does it matter? Shes already won the election. Unfortunately. Shes a weak candidate trump weaker,0,0,0,0
reply,764935326259380224,764932995551592448,"$MENTION$ $MENTION$ $MENTION$ And doesn't the ""secret service"" operate in secret?",1,0,0,0
reply,764944029922590720,764927075522260992,$MENTION$ Liar.,0,0,0,0
reply,764932195341524992,764927075522260992,$MENTION$ $MENTION$ Evil takes a serious physical/energetic toll. It is decaying her rapidly.,3,0,0,0
reply,764927294313865216,764927075522260992,$MENTION$ $MENTION$ this just in your a fake and we all know it ... Shame on you,4,0,0,0
reply,765252851782254592,764927075522260992,"$MENTION$ $MENTION$ The Trolls, Alex is bad he lies, he's nuts, tin foil, etc. And yet here you are kicking a dead dog ? Who's crazy ?",0,0,0,0
reply,765209981872250880,764927075522260992,"$MENTION$ $MENTION$ ... hey, another day in the $HASHTAG$ matrix morning to u $HASHTAG$; $HASHTAG$ was just picking on u again: $HASHTAG$",0,2,0,0
reply,764928921708163072,764927075522260992,"$MENTION$ maybe we'll get lucky before November, dare to hope",1,1,0,0
reply,764940536461533184,764927075522260992,$MENTION$ $MENTION$ thanks for all you do keeping us informed Alex.,1,0,0,0
reply,764990138262822912,764927075522260992,$MENTION$ $MENTION$ notice she did he economic speech &amp; we haven't seen her for days!,0,0,0,0
reply,765075088437764097,764927075522260992,$MENTION$ $MENTION$ $HASHTAG$ $HASHTAG$ I am not for either candidate . This health crap about Hillary is pure bullshit,0,0,0,0
reply,764968085044551680,764927075522260992,$MENTION$ you got to hope karma catches up sooner or later,0,0,0,0
reply,764931526580510722,764927075522260992,$MENTION$ ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha - you got owned by $MENTION$ today for the nutbags you are.,0,0,0,0
reply,764929161530003457,764927075522260992,$MENTION$ $MENTION$ a full moon chickens $URL$,0,0,0,0
reply,764993694466383872,764927075522260992,$MENTION$ $MENTION$ Hopefully they will confirm what we docs have strongly suspected for a long time now. Organic brain dz. &amp$SMILEY$ementia,1,1,0,0
reply,765035397059530755,764927075522260992,$MENTION$ $MENTION$ there's lots of special accommodations. We could feed her to alligators or sacrifice her in an active volcano,2,2,0,0
reply,765005656952713216,764932995551592448,$MENTION$ $MENTION$ $MENTION$ He is clearly lying like all of his stories.,1,0,0,0
reply,764935562071453696,764927075522260992,"$MENTION$ Alex, Alex! Are you playing in your feces again?",4,1,0,0
reply,764929836766728193,764927075522260992,$MENTION$ SUNDAY EDITION! 'LIVE' IN $NUMBER$...3...2... NOW!!! TUNE IN $MENTION$! Today: $HASHTAG$ $HASHTAG$ $URL$,1,0,0,0
reply,764952394157461504,764927075522260992,"$MENTION$ $MENTION$ No, no one credible told you anything like that.",1,0,0,0
reply,764932995551592448,764927075522260992,$MENTION$ $MENTION$ why would the secret service even talk to Infowars?,4,0,0,0
reply,764965701396213760,764927075522260992,$MENTION$ that's the reason why the obvious VP in Warren was not made but Cain. $MENTION$ wants power/history before resigning,0,0,0,0
reply,765336147539202048,764927075522260992,$MENTION$ Donald Trump tells The US: Trump seriously ill; needs special accommodations (a brain transplant),0,0,0,0
reply,764929414362599424,764927075522260992,$MENTION$ LOL. Doin' the $HASHTAG$,0,0,0,0
reply,764951944934731776,764927075522260992,"$MENTION$ $MENTION$ ""Special Accomodations"" sounds like a Secret Service code word for a Depends Adult Diaper.",0,0,0,0
reply,764935823443668992,764927075522260992,$MENTION$ Delete your account.,0,0,0,0
reply,765171900683161601,764927075522260992,Delusional $MENTION$ spreading propaganda masking yourself as a real journalist. STOP lying to the American public $HASHTAG$,8,0,0,0
reply,764940815152078848,764927075522260992,$MENTION$ slow agonizing death hopefully!!,0,0,0,0
reply,764935577301057536,764935326259380224,$MENTION$ $MENTION$ $MENTION$ it would be stupid if it didn't,0,0,0,0
reply,764928779642818560,764927075522260992,$MENTION$ $MENTION$ In more ways than one...just like Obama. $URL$,1,0,0,0
reply,764930705386270720,764927075522260992,$MENTION$ There is a sale on tinfoil at Aldi right now in bulk!,3,0,0,0
reply,764977689786593280,764927075522260992,$MENTION$ LOL! Get a life.,0,0,0,0
reply,764931609355091968,764927075522260992,ALERT! ALERT! ALERT! HUGE BREAKING NEWS! $MENTION$ $MENTION$ $HASHTAG$ $HASHTAG$! NOW! NOW! NOW! NOW! NOW! NOW! NOW! NOW!!!,2,0,0,0
reply,764978193287655424,764928921708163072,$MENTION$ $MENTION$ What a coincidence! That's exactly what your family said about you.,0,0,0,0
reply,764978256776863745,764927075522260992,"$MENTION$ $MENTION$ $MENTION$ FITS WITH HER BEHAVIOR, TRAVEL/HOTELS NEEDS, AND NO INTERVIEWING WITH MEDIA.",1,0,0,0
reply,764935429741219840,764927075522260992,$MENTION$ the secret service speaks to Alex Jones? Makes perfect sense.,2,0,0,0
reply,764957050199683072,764927075522260992,$MENTION$ $MENTION$ I heard on your show about ..Donald Trump is running against the mainstream media. $HASHTAG$,0,0,0,0
reply,765054620204830720,764930705386270720,What? $MENTION$ are u thinking about lining your windows? LOL.. $MENTION$,2,0,0,0
reply,764958204493176832,764927075522260992,$MENTION$ stop spreading these lies,1,0,0,0
reply,764943034391724032,764927075522260992,$MENTION$ maybe she will die before the elections....,0,0,0,0
reply,764945051830988800,764927075522260992,$MENTION$ LOL. It's you who is seriously ill. Mentally ill. $HASHTAG$,1,0,0,0
reply,765076985311748096,764927075522260992,"$MENTION$ $MENTION$ $HASHTAG$ $HASHTAG$ ""Seriously ill"" Hannity suggested brain damage,on last leg. She looks better now than the start",0,0,0,0
reply,764940491779473412,764927075522260992,$MENTION$ $MENTION$ enjoy extinction.,0,0,0,0
reply,765042054141468672,764927075522260992,$MENTION$ Hillary get help. Don't fall apart B4 You go to jail. Jail healthcare is below average.,1,0,0,0
source,769988636754505729,0,$NUMBER$ days since Sick Hillary had a press conference.,1635,864,0,0
reply,770042367202234368,769988636754505729,$MENTION$ she must have politico laryngeal soreness,0,0,0,0
reply,770108595518210048,769988636754505729,$MENTION$ $MENTION$ Shhhhh.....she's sleeping $URL$,0,0,0,0
reply,770047118304284673,769988636754505729,$MENTION$ $MENTION$ haha gotta luv it$EMOJI$,0,0,0,0
reply,770006426207027206,769990400002121728,$MENTION$ $MENTION$ She will have selected questions &amp; practiced answers over&amp$SMILEY$ver on her sick days.,0,0,0,0
reply,770086215467106304,769988636754505729,"$MENTION$ If press makes $5 million donation to Clinton Foundation, then she will think about it.",0,0,0,0
reply,770040013270704130,769988636754505729,$MENTION$ Cough cough cough..,0,0,0,0
reply,770224350721089536,769988636754505729,"$MENTION$ $MENTION$ ~ She's afraid, very afraid.",0,0,0,0
reply,769995294226472960,769988636754505729,"$MENTION$ $MENTION$ please excuse Hillary from pressers as she has a case of delusions, subject to angry rants &amp; can't control herself!",1,0,0,0
reply,769994676158038016,769988636754505729,$MENTION$ Play $HASHTAG$ ! &gt;&gt;&gt;$URL$,0,1,0,0
reply,769996635514474497,769988636754505729,$MENTION$ $MENTION$ wait.. Wasn't Kimmel enough?,2,0,0,0
reply,770000139779964928,769988636754505729,$MENTION$ lol $HASHTAG$,1,0,0,0
reply,770035787891085313,769988636754505729,$MENTION$ $MENTION$ $URL$,0,1,0,0
reply,770006876507480064,769988636754505729,.$MENTION$ Very cruel of you to bring that up! $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $URL$,4,4,0,0
reply,770038900349923333,769988636754505729,$MENTION$ $HASHTAG$ $EMOJI$ or $EMOJI$ $URL$,0,0,0,0
reply,769994526995906560,769988636754505729,"$MENTION$ ""Hurr sure but she opened a jar of pickles, HUE HUE GOT YOU PUNK $SMILEY$""",0,0,0,0
reply,770074745823985669,769988636754505729,$MENTION$ will she make $NUMBER$? Will she ever admit she's dying? Will she admit she's a racist?,0,0,0,0
reply,769996234845224960,769988636754505729,$MENTION$ Devil in a pantsuit. $URL$,1,0,0,0
reply,770001251920711682,769988636754505729,"$MENTION$ $MENTION$ she's busy talking to herself , counting dirty money , pandering to "" the little people "" , lying to everyone",1,0,0,0
reply,769992446155624448,769988636754505729,"$MENTION$ if a woman got pregnant the day of Hillarys last presser, she'd be $NUMBER$-1/2 months along now.",1,0,0,0
reply,770035274919317504,769988636754505729,$MENTION$ i'm curious to see who's the moderator of the first debate. It'll be interesting to see if the person is of integrity or not.,0,0,0,0
reply,770005822474690560,769996788174561282,$MENTION$ $MENTION$ strangling** throwing books at them ..punching her husband she's a monster Behind The Politics,1,1,0,0
reply,770304212844613632,769988636754505729,$MENTION$ Great! Don't you think y'all have enough to commensurate about! There is an addiction to want to bring this lady down! Sexist!,0,0,0,0
reply,770000896067506176,769989000803315712,$MENTION$ $MENTION$ maybe she will just FaceTime in or assassinate trump,0,0,0,0
reply,770001884069462016,769988636754505729,$MENTION$ $HASHTAG$ blood donors for sick Hillary ...that monster killed Seth Green,0,0,0,0
reply,769990123782074369,769988636754505729,$MENTION$ Can't wait for the debates.If she does any.Trump will destroy her. She speaks from a teleprompter.Trump speaks from the heart,5,0,0,0
reply,770016631602966528,769988636754505729,$MENTION$ ....and still has not supported La Flood Victims. Crooked Clintons care only about themselves. Crooked Hillary? $HASHTAG$,1,0,0,0
reply,770075925451071490,769988636754505729,"$MENTION$ AND COUNTING! SHE DOESN'T HAVE THE GUTS OF A WORM! LETS SEE YOU (KILLARY) HAVE A NEWS CONFERENCE! TO SICK, TO FAINT, SCARED!!!",0,0,0,0
reply,770103364394881024,769988636754505729,$MENTION$ $MENTION$ $URL$,0,0,0,0
reply,770005455099789312,769996788174561282,$MENTION$ $MENTION$ she is a hider ..I think we all humiliated her. Image what she's doing to her staffers yelling struggling ect,1,1,0,0
reply,769990782229020674,769988636754505729,$MENTION$ $URL$,0,0,0,0
reply,769990400002121728,769990123782074369,"$MENTION$ no teleprompter at debates, don't know what the questions will be.",0,0,0,0
reply,770095341173673984,769988636754505729,$MENTION$ Alert the media. $MENTION$,0,0,0,0
reply,770066877360041985,769988636754505729,$MENTION$ Think positively: ALL the press-tituate is however controlling Klingon's campaign in each infinitesimal lie.,0,0,0,0
reply,770006626858307584,769988636754505729,$MENTION$ I'm betting Hillary has a seizure at the first debat! Trump will slay the old winch!,0,0,0,0
reply,769989989727862784,769989851370360832,$MENTION$ complications from being a totally mental tyrant.,2,0,0,0
reply,769989942512607232,769988636754505729,$MENTION$ I would love to enjoy a pint with you mate,0,0,0,0
reply,769989851370360832,769988636754505729,$MENTION$ she says that fake pickle stunt proves she didnt have trans siniai thrombosis. Girl ... u trippin',4,0,0,0
reply,769993793772855296,769989000803315712,$MENTION$ says who? $EMOJI$,0,0,0,0
reply,770097329256947712,769988636754505729,.$MENTION$ do people not realize she won't be accessible to the public if she were in office ? This alone is reason not to vote for her,1,0,0,0
reply,770006450022350849,769988636754505729,$MENTION$ she talks about the ALT Right being so mean at least we are honest and not beating up her supporters like she does to us,0,0,0,0
reply,770033426338553856,770006426207027206,$MENTION$ $MENTION$ I still think she may have some difficulties. Hope so!,0,0,0,0
reply,769990483045126144,769988636754505729,$MENTION$ $MENTION$ Proven fact that she can lie and insult half of America without such a distraction to her drinking time,5,8,0,0
reply,769990349037113346,769988636754505729,$MENTION$ She's bought off the press why bother?,2,1,0,0
reply,770013697909678080,769988636754505729,"$MENTION$ Keep going on, Paul! You have more followers than you know. Thank you!",0,0,0,0
reply,770234243356233728,769988636754505729,$MENTION$ $MENTION$ Lets talk about Trumps heart attack. $URL$,0,0,0,0
reply,769991003138887681,769988636754505729,$MENTION$ can she make a whole year?,0,0,0,0
reply,770021425671446528,769988636754505729,$MENTION$ Let's keep that countdown rolling. Online pool? Nah that'd be illegal but we are talking the Clintons here so anything goes.,0,0,0,0
reply,770004117343309824,769988636754505729,$MENTION$ She could of had a baby by now,0,0,0,0
reply,770041632360112130,769989851370360832,$MENTION$ $MENTION$ $URL$,0,0,0,0
reply,770062874907648000,769988636754505729,$MENTION$ simple answer is TOO MANY LIES TO KEEP TRACK OF!!! PRISON for the CRIMINAL HAG.,1,0,0,0
reply,770023921412345856,769988636754505729,$MENTION$ $MENTION$ and don't forget about her physical issues,0,0,0,0
reply,770035867381600260,769988636754505729,$MENTION$ $MENTION$ read my blog and share!,0,0,0,0
reply,770006966630486017,769988636754505729,$MENTION$ we are the Renaissance Right exercising our constitutional rights,0,0,0,0
reply,769989687813500928,769988636754505729,$MENTION$ How many hours/days before I last tweeted to Pretty Paul?,0,0,0,0
reply,770594655801049089,769988636754505729,$MENTION$ has Hillary even gone on tour or worked for this election? If she wins it's definitely fixed.,1,0,0,0
reply,770017970911375361,769988636754505729,"$MENTION$ Tic TAC....while she keeps silence, I just ordered my Hillary for prison T-shirt!!!!",1,0,0,0
reply,770333954419204096,770303378081460225,"$MENTION$ $MENTION$ but tbh she just say sexism thanks Vladimir putin, Alex Jones and Dr drew",0,0,0,0
reply,769990378246311937,769988636754505729,$MENTION$ $NUMBER$ days since Hillary has had to tell lies without a teleprompter.,1,1,0,0
reply,769989019627290624,769988636754505729,$MENTION$ wha do you mean she had one with Anderson cooper over the telephone $EMOJI$,2,0,0,0
reply,770009562388856838,769988636754505729,"$MENTION$ ""she's not having it."" ~ Larry Nichols $URL$2",0,0,0,0
reply,769989000803315712,769988636754505729,$MENTION$ she can't avoid the debates,4,0,0,0
reply,769991485156651008,769988636754505729,$MENTION$ $HASHTAG$ Shhhh... you didnt see annnything.,1,0,0,0
reply,770126370190098432,769988636754505729,$MENTION$ All livers matter,0,0,0,0
reply,769990325909786624,769988636754505729,"$MENTION$ was the ""alt right"" speech the seeds of Hillary trying to escape the debates ..Fake moral outrage for no-show?? Very slippery",2,0,0,0
reply,770031343166189568,769988636754505729,$MENTION$ hillbot media and sheep are still scare shit of bogeyman Trump to even realise that.,0,0,0,0
reply,770023083700789248,769988636754505729,$MENTION$ $MENTION$ CT ex c,0,0,0,0
reply,769988865872592896,769988636754505729,$MENTION$ Want some chocolate? Of course you do..,5,0,0,0
reply,769991800648044544,769988636754505729,$MENTION$ Hillary? moar liek ILLary. $HASHTAG$,1,0,0,0
reply,770000880112467968,769988636754505729,$MENTION$ $EMOJI$,0,0,0,0
reply,770171945329405952,769988636754505729,$MENTION$ $MENTION$ Ahes been busy trying to clean up her $URL$,1,0,0,0
reply,769994652569264128,769988636754505729,$MENTION$ ironically the same number of women Bill has slept with since then as well.,1,0,0,0
reply,769993411923480576,769988636754505729,$MENTION$ Why hold a press conference when you're to ill and all you do is lie anyway!,1,0,0,0
reply,769992462915993600,769988636754505729,$MENTION$ she's taking sick days,0,0,0,0
reply,770003175868858369,769988636754505729,$MENTION$ $HASHTAG$ she can't handle flashlights and cameras she wants to run this country with the lights off ...Monster,0,0,0,0
reply,770041360317575169,770005822474690560,$MENTION$ $MENTION$ Bill knows $URL$Uc0,0,0,0,0
reply,770042688171282432,769988636754505729,$MENTION$ $MENTION$ heard she is going to be off till Thursday to rest up,1,0,0,0
reply,769989182664179714,769988636754505729,$MENTION$ And only $NUMBER$ days or so until we send her into permanent retirement.,4,1,0,0
reply,770009806295932929,770000896067506176,"$MENTION$ $MENTION$ Trump should require no stools, pillows, bathroom breaks, and a drug test prior and after. Whattaya say Paul??",1,0,0,0
reply,770227568742133760,769988636754505729,"$MENTION$ $MENTION$ unfortunately it doesn't matter, the election is over, I wouldn't b surprised is she picking out new wallpaper",1,1,0,0
reply,769989625339342849,769989132982558720,$MENTION$ $MENTION$ that's brilliant,0,0,0,0
reply,770036910702166019,769988636754505729,$MENTION$ Hillary says that we've gotta try the cold chai!,0,0,0,0
reply,770098120931901440,769988636754505729,$MENTION$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,0,0,0,0
reply,770001185449312257,769988636754505729,$MENTION$ $HASHTAG$ she has the T-Virus she's a zombie. She's a scary world conquering monster that wants to eat the American ppl,0,0,0,0
reply,769989132982558720,769988636754505729,$MENTION$ Ever think of calling her ILLery Clinton?,6,1,0,0
reply,769996477603188736,769988636754505729,$MENTION$ $MENTION$ She constipated.,0,0,0,0
reply,769990296667029505,769988636754505729,$MENTION$. Surely that's a rhetorical question.,0,0,0,0
reply,769988975113203714,769988636754505729,"$MENTION$ She is as active as a baboon with bad hemorrhoids, yet mentally as retarded as!!",1,0,0,0
reply,769989142075809792,769988636754505729,"$MENTION$ Probably another ""fallacious"" claim.....",0,0,0,0
reply,769993008896995328,769988636754505729,$MENTION$ I believe they will rig this election to get killary in. Then turn it over to her VP. They know she is sick.,0,0,0,0
reply,769996788174561282,769988636754505729,$MENTION$ $HASHTAG$,0,0,0,0
reply,770090483108483072,770041360317575169,$MENTION$ $MENTION$ lol haha!!,0,0,0,0
reply,770303378081460225,770009806295932929,$MENTION$ $MENTION$ agreed.,1,0,0,0
reply,770022736597028864,769988636754505729,$MENTION$ $MENTION$ hler,0,0,0,0
reply,769991923734081537,769988636754505729,$MENTION$ $NUMBER$ days until her next one,0,0,0,0
source,581153923987206146,0,"Germanwings co-pilot battled depression in '09, friends say. $URL$ $URL$ud",62,154,0,2
reply,581202636965355521,581190518044000256,$MENTION$ can't help but laugh at people that respond like that lol. Why didn't you just not respond cause you obviously read the tweet,0,0,0,2
reply,581154859715530752,581153923987206146,"$MENTION$ *IF* it was, do suicidal people want to take others with them? Not snarky. Truly curious.",3,1,0,2
reply,581190518044000256,581156407774429184,$MENTION$ get some followers then I'll read that tweet,0,0,0,2
reply,581158014507462657,581153923987206146,$MENTION$ a depressed person could kill himself but why would he take the lives of others without ideological or vengeance incentives.,1,0,0,2
reply,581169458040934400,581153923987206146,$MENTION$ ...pilot is a f*cking coward!!!...should have jump off a dam bridge instead of killing innocent people...poor families..$EMOJI$,3,0,0,2
reply,581155895477825536,581153923987206146,$MENTION$ No excuse...everyone battles something..still know right from VERY wrong..,2,0,0,2
reply,581157421273522177,581153923987206146,$MENTION$ I just wonder if he cried allah un abar b4killing all those people... was he one of the good muslims,1,0,0,2
reply,581156407774429184,581154995640221699,$MENTION$ all the tweet is doing is stating a fact. Not evidence.,1,0,0,2
reply,581162102414557184,581154859715530752,$MENTION$ $MENTION$ $NUMBER$ minutes silence .bit suspicious if you asked me!,2,0,0,2
reply,581914266439180288,581202636965355521,$MENTION$ you're an idiot,0,0,0,2
reply,581162461807685632,581153923987206146,$MENTION$ sigh,0,0,0,2
reply,581915507391139840,581914266439180288,$MENTION$ you still read the tweet,0,0,0,2
reply,581154930511073280,581153923987206146,"$MENTION$ He lost, miserably! God just dug hell $NUMBER$' deeper, just for him!",3,0,0,2
reply,581159283175399424,581153923987206146,"$MENTION$ The saddest part, this story will be forgotten and buried within $NUMBER$ weeks.",1,0,0,2
reply,581157068419125249,581153923987206146,"$MENTION$ I get depressed too, but do I feel the need to kill $NUMBER$ innocent people? No. $MENTION$ $MENTION$ $MENTION$ $MENTION$",2,1,0,2
reply,581157167220277248,581153923987206146,$MENTION$ this is the saddest story ever. ... what a waste of life. How terrifying $NUMBER$ those innocent passengers.,1,0,0,2
reply,581155288516005888,581153923987206146,$MENTION$ $MENTION$ How does depression lead to mass murder of innocents. This is closer to a school shooting than suicide,3,0,0,2
reply,581154613254086656,581153923987206146,$MENTION$ they really need to evaluate these people better .There's much at stake.,3,1,0,2
reply,581155260195958784,581153923987206146,"$MENTION$ Its a sad state when a coward that wants to kill himself takes men, women and children with him.",3,0,0,2
reply,581157526391119872,581153923987206146,"$MENTION$ $HASHTAG$ suicide or terrorist attack the end result is the same, not the liability.",1,0,0,2
reply,581156001535139840,581153923987206146,"$MENTION$ Death wish is one thing but murderous, homicidal behavior is something else. This guy was also psychotic. Must've been signs.",1,0,0,2
reply,581161281199161346,581153923987206146,$MENTION$ The airline should have known that!,0,0,0,2
reply,581154995640221699,581153923987206146,$MENTION$ six years ago... real good evidence. Not!,0,0,0,2
source,580326222107951104,0,"Heart goes out to $NUMBER$ passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France $URL$",94,257,0,0
reply,580732521551396864,580326222107951104,$MENTION$ Hope we will not to hear this kind of news once again!,1,0,3,
reply,580327842183032832,580326222107951104,$MENTION$ difficult times for the families involved what a loss,1,0,3,
reply,580501976305262592,580326222107951104,$MENTION$ :thank you for putting me on the TB list.,1,0,3,
reply,580480344173993984,580326222107951104,$MENTION$ I recorded this today thinking about all those lost spirits May they Rest Easy - $URL$,1,0,3,
reply,581098345227227136,580326222107951104,$MENTION$ So sad to know that it was a deliberate suicide,1,0,3,
reply,581283472549023744,580326222107951104,$MENTION$ $MENTION$ how many 'nazis' did leebowitz kill ?$URL$,0,0,1,
reply,580352961362202624,580326222107951104,"$MENTION$ A tragedy for the families and friends of the plane travelers and workers! Despite news, may at least some of them could survive?",1,0,0,
reply,580327755121868800,580326222107951104,$MENTION$ Lets wait for NTSB to tell us why it happened. I hope its not terrorism.,1,0,3,
reply,583361250639269888,580326222107951104,$MENTION$ A White European terrorist did a white wing suicide terrorist attack,0,0,3,
reply,580356158457774080,580326222107951104,$MENTION$ my support for families $SMILEY$,1,0,3,
source,580371845997682688,0,"$HASHTAG$ took eight minutes to descend from $NUMBER$,000 feet to impact, says Germanwings CEO Winkelmann.",9,27,0,1
reply,580375094784106496,580371845997682688,$MENTION$ $MENTION$ Just over $NUMBER$ fpm average rate of descent...completely normal and would seem controlled...,0,0,3,
reply,580372594186170368,580371845997682688,$MENTION$ $MENTION$ at what point during those $NUMBER$ min did distress call go out?,0,0,1,
source,581063377226637312,0,$HASHTAG$: Robin names Andreas Lubitz as the copilot in the flight deck who crashed the aircraft.,3,31,0,1
reply,581063835194392576,581063377226637312,$MENTION$ $MENTION$,0,0,3,
reply,581070383023030272,581063377226637312,$MENTION$ Have they named the pilot?,0,0,1,
source,580339825649291264,0,$HASHTAG$ passenger plane crashes in French Alps with $NUMBER$ onboard $URL$0 $URL$,42,157,0,0
reply,580341606827474946,580339825649291264,$MENTION$ terrible situation...Let's pray to God to take control!,0,0,3,
reply,580417959929212928,580339825649291264,Tragedy strikes again RT “$MENTION$: $HASHTAG$ passenger plane crashes in French Alps with $NUMBER$ onboard $URL$,0,0,3,
reply,580340111981867010,580339825649291264,"$MENTION$ $MENTION$ damn, thats the airlines i normally use when going Germany bro.",0,0,3,
reply,580346192367878144,580339825649291264,$RESERVED$ $MENTION$: $HASHTAG$ passenger plane crashes in French Alps with $NUMBER$ onboard $URL$ $URL$,0,0,3,
reply,580341810729369600,580339825649291264,$HASHTAG$ RT $MENTION$: $HASHTAG$ passenger plane crashes in French Alps with $NUMBER$ onboard $URL$ $URL$,0,1,3,
reply,580340609958858753,580339825649291264,$MENTION$ Praying for the families and friends of those involved in crash. I'm so sorry for your loss.,0,0,3,
reply,580340526236483584,580340111981867010,"$MENTION$ $MENTION$ Ohhh man, terrible news for all the victims' families!",1,0,0,
reply,580376517492023296,580339825649291264,“$MENTION$: $HASHTAG$ passenger plane crashes in French Alps with $NUMBER$ onboard $URL$ $URL$ sad sad day,0,0,3,
reply,580343629593620480,580339825649291264,“$MENTION$: $HASHTAG$ passenger plane crashes in French Alps with $NUMBER$ onboard $URL$ $URL$ $MENTION$!!,0,0,3,
source,580339547269144576,0,"Latest on $HASHTAG$ crash: Pilots signaled $NUMBER$ before dropping out of midair; airline CEO calls this a ""dark day."" $URL$",33,95,0,0
reply,580348622421811200,580339547269144576,$MENTION$ $URL$duu the man behind the lies,1,0,3,
reply,580341230145572865,580339547269144576,$MENTION$ $HASHTAG$ really? pilots signalled $NUMBER$? So they got on a satellite phone and called a US emergency line?,0,0,1,
reply,580342887910494208,580339547269144576,"$MENTION$ Did you mean ""mayday"" here or ""..for emergency""?",0,0,1,
reply,580347953069592577,580339547269144576,"$MENTION$ makes reference to $NUMBER$ RE $HASHTAG$ NOTHING BUT LIES at the cost of LIVES, BOYCOT website",0,0,2,
reply,580342218373890048,580339547269144576,$MENTION$ yessss!!,0,0,3,
reply,580340033384775680,580339547269144576,$MENTION$ signaled $NUMBER$?,0,0,1,
reply,580340609388417024,580339547269144576,.$MENTION$ What does that even mean? Why would European pilots say $NUMBER$ - an American emergency phone number? Nothing in article about that.,0,0,1,
reply,580340017886728192,580339547269144576,"$MENTION$ Signalled $NUMBER$? Called 'Mayday' would be more appropriate, factual reporting...",1,0,2,
reply,580345218152734720,580339547269144576,"$MENTION$ didn't find ""911"" in all stories and updates, international and local german. Please don't speculate and spread lies",0,0,3,
reply,580349082406895616,580339547269144576,"$MENTION$ His Facebook, $URL$ Address coming shortly",0,0,3,
reply,580340736815718400,580339547269144576,$MENTION$ you might want to change the use of $NUMBER$ in this context.,0,0,3,
reply,580341019515883521,580339547269144576,“$MENTION$: Latest on $HASHTAG$ crash: Pilots signaled $NUMBER$ before dropping out of midair” dropping out of...no...irresponsible reporting.,0,0,2,
reply,580351502671171584,580339547269144576,"$MENTION$:Latest on $HASHTAG$ crash$SMILEY$ilots signalled $NUMBER$ b4dropping out of midair;airlineCEO calls this a""dark day""$URL$",0,0,3,
source,580352273001410560,0,NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight $HASHTAG$ - $MENTION$,21,130,0,0
